pc_number,attachments,text,date,act,precis
2020-0003,38776," PC Number Date Chapter Bill Dept 2020-00032020-01-21PMO, , , , ActPublic Service Employment ActPrecisAppointment of VINCENT RIGBY of Chelsea, Quebec, to be National Security and Intelligence Advisor to the Prime Minister, to hold office during pleasure, effective January 27, 2020.AttachmentsAttachment",2020-01-21,Public Service Employment Act,"Appointment of VINCENT RIGBY of Chelsea, Quebec, to be National Security and Intelligence Advisor to the Prime Minister, to hold office during pleasure, effective January 27, 2020."
2020-0114,38876," PC Number Date Chapter Bill Dept 2020-01142020-03-03, , , , PMOActPublic Service Employment ActPrecisAppointment of MATTHEW MENDELSOHN of Toronto, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective March 9, 2020.AttachmentsAttachment",2020-03-03,Public Service Employment Act,"Appointment of MATTHEW MENDELSOHN of Toronto, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective March 9, 2020."
2020-0120,38914," PC Number Date Chapter Bill Dept 2020-01202020-03-09, , , PMO, ActPublic Service Employment ActPrecisRe-appointment of VIANNE TIMMONS, O.C., of Regina, Saskatchewan, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term ending on April 30, 2020.AttachmentsAttachment",2020-03-09,Public Service Employment Act,"Re-appointment of VIANNE TIMMONS, O.C., of Regina, Saskatchewan, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term ending on April 30, 2020."
2020-0121,38915," PC Number Date Chapter Bill Dept 2020-01212020-03-09, , , , PMOActPublic Service Employment ActPrecisRe-appointment of RIEL FRANCIS BELLEGARDE of Regina, Saskatchewan, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2020-03-09,Public Service Employment Act,"Re-appointment of RIEL FRANCIS BELLEGARDE of Regina, Saskatchewan, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2020-0172,39053," PC Number Date Chapter Bill Dept 2020-01722020-03-24, , , , PMOActPublic Service Employment ActPrecisAppointment of KIRSTEN HILLMAN of Washington, D.C., United States of America, to be Senior Advisor to the Privy Council Office, to hold office during pleasure.AttachmentsAttachment",2020-03-24,Public Service Employment Act,"Appointment of KIRSTEN HILLMAN of Washington, D.C., United States of America, to be Senior Advisor to the Privy Council Office, to hold office during pleasure."
2020-0174,38980," PC Number Date Chapter Bill Dept 2020-01742020-03-24, , , , , PWGSCActPublic Service Employment ActPrecisAppointment of BENOÎT LONG of Ottawa, Ontario, to be Chief Transformation Officer, Service Canada, to hold office during pleasure.AttachmentsAttachment",2020-03-24,Public Service Employment Act,"Appointment of BENOÎT LONG of Ottawa, Ontario, to be Chief Transformation Officer, Service Canada, to hold office during pleasure."
2020-0529,39489," PC Number Date Chapter Bill Dept 2020-05292020-07-07, , , PMO, ActPublic Service Employment ActPrecisAppointment of LES LINKLATER of Ottawa, Ontario, to be Federal Lead, COVID-19 Testing, Contact Tracing and Data Management Strategies, Health Canada, to hold office during pleasure, effective July 8, 2020.AttachmentsAttachment",2020-07-07,Public Service Employment Act,"Appointment of LES LINKLATER of Ottawa, Ontario, to be Federal Lead, COVID-19 Testing, Contact Tracing and Data Management Strategies, Health Canada, to hold office during pleasure, effective July 8, 2020."
2020-0539,39509," PC Number Date Chapter Bill Dept 2020-05392020-07-20PMO, , , , , ActPublic Service Employment ActPrecisReappointment of HUGUETTE LABELLE, C.C., O.Ont., of Ottawa, Ontario, as a special adviser to the Prime Minister, to serve as the Chairperson of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of two years.AttachmentsAttachment",2020-07-20,Public Service Employment Act,"Reappointment of HUGUETTE LABELLE, C.C., O.Ont., of Ottawa, Ontario, as a special adviser to the Prime Minister, to serve as the Chairperson of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of two years."
2020-0540,39508," PC Number Date Chapter Bill Dept 2020-05402020-07-20PMO, , , , ActPublic Service Employment ActPrecisReappointment of MELISSA BLAKE of Fort McMurray, Alberta, as a special adviser to the Prime Minister, to serve as a federal member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of two years.AttachmentsAttachment",2020-07-20,Public Service Employment Act,"Reappointment of MELISSA BLAKE of Fort McMurray, Alberta, as a special adviser to the Prime Minister, to serve as a federal member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of two years."
2020-0541,39507," PC Number Date Chapter Bill Dept 2020-05412020-07-20, PMO, , , ActPublic Service Employment ActPrecisReappointment of the HONOURABLE FRANÇOIS ROLLAND of Montréal, Quebec, as a special adviser to the Prime Minister, to serve as a federal member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of two years.AttachmentsAttachment",2020-07-20,Public Service Employment Act,"Reappointment of the HONOURABLE FRANÇOIS ROLLAND of Montréal, Quebec, as a special adviser to the Prime Minister, to serve as a federal member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of two years."
2020-0542,39510," PC Number Date Chapter Bill Dept 2020-05422020-07-24, , , PMO, ActPublic Service Employment ActPrecisAppointment of CHANTAL MAHEU of Gatineau, Quebec, to be Senior Official, Privy Council Office, to hold office during pleasure, effective August 3, 2020.AttachmentsAttachment",2020-07-24,Public Service Employment Act,"Appointment of CHANTAL MAHEU of Gatineau, Quebec, to be Senior Official, Privy Council Office, to hold office during pleasure, effective August 3, 2020."
2020-0668,39650," PC Number Date Chapter Bill Dept 2020-06682020-09-20, , , PMO, ActPublic Service Employment ActPrecisAppointment of KRISTINA NAMIESNIOWSKI of Ottawa, Ontario, to be Senior Official, Privy Council Office, to hold office during pleasure, effective September 28, 2020.AttachmentsAttachment",2020-09-20,Public Service Employment Act,"Appointment of KRISTINA NAMIESNIOWSKI of Ottawa, Ontario, to be Senior Official, Privy Council Office, to hold office during pleasure, effective September 28, 2020."
2020-0690,39728," PC Number Date Chapter Bill Dept 2020-06902020-09-30, PMO, , , , , ActPublic Service Employment ActPrecisReappointment of MONA NEMER, C.M., C.Q., of Ottawa, Ontario, as special adviser to the Minister of Industry, to be known as the Chief Science Advisor, to hold office during good behavior for a term of two years, effective September 25, 2020.AttachmentsAttachment",2020-09-30,Public Service Employment Act,"Reappointment of MONA NEMER, C.M., C.Q., of Ottawa, Ontario, as special adviser to the Minister of Industry, to be known as the Chief Science Advisor, to hold office during good behavior for a term of two years, effective September 25, 2020."
2020-0758,39739," PC Number Date Chapter Bill Dept 2020-07582020-10-01PMO, , , , ActPublic Service Employment ActPrecisRe-appointment of MARIA RITA BATTAGLIA of Dorval, Quebec, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2020-10-01,Public Service Employment Act,"Re-appointment of MARIA RITA BATTAGLIA of Dorval, Quebec, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2020-0759,39740," PC Number Date Chapter Bill Dept 2020-07592020-10-01, , , PMO, ActPublic Service Employment ActPrecisRe-appointment of BRUNO MARCHAND of Québec, Quebec, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2020-10-01,Public Service Employment Act,"Re-appointment of BRUNO MARCHAND of Québec, Quebec, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2020-0760,39741," PC Number Date Chapter Bill Dept 2020-07602020-10-01, PMO, , , ActPublic Service Employment ActPrecisAppointment of MARGARET ELIZABETH CANNON of Calgary, Alberta, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2020-10-01,Public Service Employment Act,"Appointment of MARGARET ELIZABETH CANNON of Calgary, Alberta, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2020-0761,39742," PC Number Date Chapter Bill Dept 2020-07612020-10-01, , PMO, , ActPublic Service Employment ActPrecisAppointment of KAREN MACKENZIE of Edmonton, Alberta, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2020-10-01,Public Service Employment Act,"Appointment of KAREN MACKENZIE of Edmonton, Alberta, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2020-0762,39743," PC Number Date Chapter Bill Dept 2020-07622020-10-01, , , , PMOActPublic Service Employment ActPrecisAppointment of CARL FRIESEN of Whitehorse, Yukon, to be a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2020-10-01,Public Service Employment Act,"Appointment of CARL FRIESEN of Whitehorse, Yukon, to be a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
